area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
built-up  area,ready to move,sarjapur  road,2 bhk,no society,1025.0,2.0,2.0,36.0,2.0,3512.1951219512193
super built-up  area,17-jun,electronic city,2 bhk,prarkun,1108.0,2.0,1.0,63.0,2.0,5685.9205776173285
super built-up  area,ready to move,coffee board layout,3 bhk,calyxy,3045.0,3.0,2.0,170.0,3.0,5582.922824302134
plot  area,ready to move,ambedkar nagar,4 bedroom,thessrm,2900.0,3.0,2.0,300.0,4.0,10344.827586206897
super built-up  area,ready to move,vijayanagar,3 bhk,jjortom,1500.0,3.0,2.0,75.5,3.0,5033.333333333333
super built-up  area,ready to move,raja rajeshwari nagar,2 bhk,grrvagr,1295.0,2.0,2.0,43.9,2.0,3389.96138996139
super built-up  area,ready to move,budigere,2 bhk,pritytr,1162.0,2.0,1.0,59.9,2.0,5154.9053356282275
super built-up  area,ready to move,sarjapur  road,2 bhk,usquaya,1035.0,2.0,2.0,49.2,2.0,4753.623188405797
built-up  area,ready to move,attibele,4 bedroom,natic t,1600.0,4.0,0.0,52.8,4.0,3300.0
super built-up  area,ready to move,kudlu main road,3 bhk,no society,1464.0,3.0,2.0,46.0,3.0,3142.0765027322404
super built-up  area,18-oct,hennur road,3 bhk,dsapesk,1866.0,2.0,2.0,61.58,3.0,3300.10718113612
super built-up  area,ready to move,geleyara balaga layout,2 bhk,jahtsa,700.0,1.0,1.0,26.0,2.0,3714.285714285714
super built-up  area,ready to move,kalena agrahara,3 bhk,prillot,1804.0,3.0,2.0,120.0,3.0,6651.884700665189
super built-up  area,ready to move,sarjapur,2 bhk,no society,913.0,2.0,1.0,32.0,2.0,3504.9288061336256
super built-up  area,21-dec,talaghattapura,3 bhk,sodgere,1868.0,3.0,2.0,131.0,3.0,7012.847965738758
built-up  area,ready to move,kengeri satellite town,2 bhk,no society,883.0,2.0,1.0,45.0,2.0,5096.262740656852
plot  area,ready to move,sundara nagar,2 bedroom,no society,900.0,2.0,1.0,110.0,2.0,12222.222222222223
super built-up  area,ready to move,kogilu,3 bhk,no society,1664.0,2.0,3.0,73.95,3.0,4444.110576923077
super built-up  area,ready to move,hegde nagar,3 bhk,soitaca,2026.0,3.0,2.0,132.0,3.0,6515.301085883514
super built-up  area,ready to move,balagere,2 bhk,soestin,1210.0,2.0,1.0,80.9,2.0,6685.950413223141
plot  area,ready to move,meenakunte,4 bedroom,sreat r,4111.0,4.0,2.0,250.0,4.0,6081.24543906592
super built-up  area,ready to move,kadugodi,3 bhk,alestrb,1762.0,3.0,3.0,91.45,3.0,5190.124858115778
super built-up  area,ready to move,jigani,3 bhk,dlhtsen,1252.0,3.0,3.0,55.0,3.0,4392.97124600639
built-up  area,ready to move,gollarapalya hosahalli,2 bhk,mauner,861.0,2.0,1.0,34.5,2.0,4006.968641114983
built-up  area,ready to move,7th phase jp nagar,3 bhk,brnia g,1420.0,2.0,1.0,100.0,3.0,7042.2535211267605
built-up  area,ready to move,electronics city phase 1,3 bhk,gaicave,1490.0,3.0,1.0,78.8,3.0,5288.5906040268455
super built-up  area,ready to move,bisuvanahalli,3 bhk,no society,1075.0,2.0,1.0,46.0,3.0,4279.069767441861
super built-up  area,18-aug,old madras road,3 bhk,saesttt,1425.0,2.0,2.0,94.0,3.0,6596.491228070176
built-up  area,ready to move,kalena agrahara,2 bhk,nae 2el,1200.0,2.0,1.0,40.0,2.0,3333.3333333333335
super built-up  area,ready to move,kaggadasapura,3 bhk,no society,1280.0,2.0,2.0,56.0,3.0,4375.0
super built-up  area,ready to move,silver springs layout,2 bhk,bhinglv,1084.0,2.0,2.0,50.0,2.0,4612.546125461255
super built-up  area,18-jul,chandapura,2 bhk,suncees,1015.0,2.0,2.0,25.88,2.0,2549.753694581281
super built-up  area,21-may,kanakpura road,2 bhk,golusli,1017.0,2.0,1.0,51.25,2.0,5039.331366764995
super built-up  area,ready to move,haralur road,2 bhk,no society,1027.0,2.0,2.0,44.0,2.0,4284.323271665044
super built-up  area,ready to move,electronic city phase ii,2 bhk,coush w,1069.0,2.0,2.0,45.0,2.0,4209.541627689429
super built-up  area,ready to move,hebbal,2 bhk,prersis,1349.0,2.0,1.0,98.2,2.0,7279.466271312083
super built-up  area,ready to move,9th phase jp nagar,2 bhk,naensga,1005.0,2.0,1.0,50.0,2.0,4975.124378109453
super built-up  area,ready to move,jakkur,2 bhk,arzzo p,1417.0,2.0,3.0,75.0,2.0,5292.87226534933
plot  area,18-jan,tc palaya,3 bedroom,no society,1475.0,3.0,1.0,98.0,3.0,6644.067796610169
carpet  area,ready to move,maruthi sevanagar,2 bhk,smikaay,950.0,2.0,2.0,47.0,2.0,4947.368421052632
super built-up  area,ready to move,rmv 2nd stage,4 bhk,prave e,2000.0,4.0,0.0,120.0,4.0,6000.0
super built-up  area,ready to move,sarjapur  road,4 bhk,ahriaup,1863.0,3.0,2.0,104.0,4.0,5582.393988191089
super built-up  area,ready to move,singasandra,2 bhk,priewhi,1010.0,2.0,1.0,29.5,2.0,2920.792079207921
super built-up  area,ready to move,kalena agrahara,3 bhk,shodsth,1425.0,2.0,1.0,70.0,3.0,4912.2807017543855
super built-up  area,ready to move,vijayanagar,3 bhk,swadeh,1450.0,3.0,0.0,100.0,3.0,6896.551724137931
super built-up  area,ready to move,kothanur,3 bhk,somumys,1847.0,3.0,2.0,105.0,3.0,5684.89442338928
super built-up  area,ready to move,aecs layout,2 bhk,soran u,1100.0,2.0,3.0,45.0,2.0,4090.909090909091
super built-up  area,20-dec,kanakpura road,1 bhk,prarepa,525.0,1.0,1.0,26.0,1.0,4952.380952380952
super built-up  area,ready to move,mallasandra,3 bhk,puestig,1665.0,3.0,2.0,95.0,3.0,5705.705705705705
super built-up  area,ready to move,begur,4 bhk,prntsrt,1664.0,4.0,3.0,65.0,4.0,3906.25
super built-up  area,ready to move,jp nagar,3 bhk,maerar,1850.0,3.0,3.0,150.0,3.0,8108.108108108108
super built-up  area,ready to move,panathur,2 bhk,vaesh t,1438.0,2.0,3.0,100.0,2.0,6954.102920723227
super built-up  area,ready to move,sunder ram shetty nagar,3 bhk,maisepa,1560.0,3.0,3.0,115.0,3.0,7371.794871794872
super built-up  area,18-apr,yelahanka,2 bhk,no society,1350.0,2.0,1.0,55.55,2.0,4114.814814814815
super built-up  area,ready to move,kanakpura road,3 bhk,jrrnauv,1550.0,3.0,3.0,67.0,3.0,4322.580645161291
super built-up  area,18-apr,malleshpalya,2 bhk,no society,1140.0,2.0,2.0,46.5,2.0,4078.9473684210525
super built-up  area,18-dec,kodathi,2 bhk,no society,850.0,2.0,2.0,27.0,2.0,3176.470588235294
super built-up  area,ready to move,whitefield,2 bhk,gotis a,1280.0,2.0,2.0,75.0,2.0,5859.375
built-up  area,ready to move,munnekollal,2 bhk,no society,1170.0,2.0,2.0,52.0,2.0,4444.444444444444
super built-up  area,ready to move,motappa layout,2 bhk,puodse,1113.0,2.0,1.0,51.0,2.0,4582.210242587601
super built-up  area,ready to move,hennur road,2 bhk,mileeou,1385.0,2.0,1.0,83.09,2.0,5999.27797833935
super built-up  area,18-apr,electronic city,2 bhk,prarkun,1128.0,2.0,1.0,65.0,2.0,5762.41134751773
plot  area,ready to move,marathahalli,2 bedroom,no society,1200.0,2.0,2.0,128.0,2.0,10666.666666666666
plot  area,ready to move,akshaya vana,4 bedroom,no society,1200.0,4.0,3.0,165.0,4.0,13750.0
super built-up  area,ready to move,rajaji nagar,3 bhk,pheston,2390.0,3.0,2.0,415.0,3.0,17364.016736401674
plot  area,ready to move,giri nagar,4 bedroom,no society,2400.0,4.0,1.0,400.0,4.0,16666.666666666668
super built-up  area,ready to move,haralur road,3 bhk,nrowse,1464.0,3.0,2.0,56.0,3.0,3825.136612021858
super built-up  area,ready to move,manayata tech park,2 bhk,no society,1200.0,2.0,2.0,55.0,2.0,4583.333333333333
super built-up  area,ready to move,kaval byrasandra,2 bhk,abncy r,1200.0,2.0,2.0,52.0,2.0,4333.333333333333
super built-up  area,ready to move,kaggalipura,3 bhk,baowsig,1150.0,2.0,1.0,55.0,3.0,4782.608695652174
built-up  area,ready to move,basavanna nagar,3 bhk,itala a,1645.0,3.0,2.0,95.0,3.0,5775.075987841945
super built-up  area,20-mar,sarjapur  road,2 bhk,no society,1000.0,2.0,1.0,67.0,2.0,6700.0
plot  area,ready to move,haralur road,4 bedroom,no society,2650.0,4.0,2.0,198.0,4.0,7471.698113207547
super built-up  area,ready to move,6th phase jp nagar,2 bhk,hminebo,1192.0,2.0,2.0,74.0,2.0,6208.053691275168
super built-up  area,ready to move,ulsoor,3 bhk,k borja,2135.0,3.0,2.0,215.0,3.0,10070.257611241217
super built-up  area,19-dec,whitefield,2 bhk,oreldhi,1173.0,2.0,1.0,58.0,2.0,4944.58653026428
built-up  area,ready to move,uttarahalli,2 bhk,sungspr,1020.0,2.0,2.0,45.0,2.0,4411.764705882353
super built-up  area,ready to move,thigalarapalya,4 bhk,prtanha,3122.0,6.0,2.0,230.0,4.0,7367.072389493914
super built-up  area,ready to move,somasundara palya,3 bhk,no society,1600.0,3.0,3.0,64.0,3.0,4000.0
plot  area,18-mar,t.c palya,2 bedroom,no society,1200.0,2.0,0.0,79.0,2.0,6583.333333333333
carpet  area,ready to move,muneshwara nagar,2 bhk,no society,1230.0,2.0,3.0,48.0,2.0,3902.439024390244
super built-up  area,ready to move,devarachikkanahalli,2 bhk,clntsrt,1250.0,2.0,2.0,40.0,2.0,3200.0
super built-up  area,ready to move,kalena agrahara,2 bhk,puamapa,1325.0,2.0,2.0,76.0,2.0,5735.8490566037735
built-up  area,ready to move,7th phase jp nagar,3 bhk,brngsal,1850.0,3.0,1.0,150.0,3.0,8108.108108108108
super built-up  area,21-dec,kanakpura road,1 bhk,prarepa,525.0,2.0,2.0,21.53,1.0,4100.952380952381
super built-up  area,ready to move,basaveshwara nagar,2 bhk,no society,1200.0,2.0,2.0,65.0,2.0,5416.666666666667
plot  area,ready to move,bull temple road,3 bedroom,no society,1350.0,2.0,0.0,140.0,3.0,10370.37037037037
super built-up  area,18-jun,bommasandra,3 bhk,ssestth,1260.0,3.0,1.0,49.36,3.0,3917.4603174603176
super built-up  area,ready to move,prashanth nagar,3 bhk,vancy r,1800.0,3.0,0.0,150.0,3.0,8333.333333333334
built-up  area,ready to move,ardendale,2 bhk,miwel m,1100.0,2.0,1.0,43.25,2.0,3931.818181818182
super built-up  area,ready to move,harlur,2 bhk,srendpo,1508.0,2.0,1.0,77.0,2.0,5106.100795755968
carpet  area,ready to move,sampigehalli,3 bhk,puens g,1592.0,3.0,2.0,75.0,3.0,4711.05527638191
super built-up  area,ready to move,akshaya nagar,2 bhk,sagassa,1388.0,2.0,3.0,57.0,2.0,4106.628242074928
super built-up  area,18-may,electronic city phase ii,1 bhk,snbay g,630.0,1.0,1.0,28.35,1.0,4500.0
plot  area,ready to move,rmv,3 bedroom,no society,2000.0,3.0,2.0,365.0,3.0,18250.0
super built-up  area,ready to move,banashankari3rd stage bigbazar,3 bhk,no society,1762.0,3.0,1.0,125.0,3.0,7094.211123723042
super built-up  area,21-dec,bagalur main road,2 bhk,no society,950.0,2.0,2.0,50.0,2.0,5263.1578947368425
super built-up  area,ready to move,kodihalli,4 bhk,soianal,3252.0,5.0,3.0,335.0,4.0,10301.353013530135
super built-up  area,18-aug,magadi road,2 bhk,vrenty,1116.0,2.0,1.0,50.0,2.0,4480.286738351255
super built-up  area,ready to move,narayanapura,2 bhk,arioshe,1308.0,2.0,2.0,89.04,2.0,6807.339449541284
super built-up  area,ready to move,ms pallya,3 bhk,no society,1200.0,3.0,0.0,90.0,3.0,7500.0
plot  area,ready to move,binny mills employees colony,4 bedroom,no society,1500.0,4.0,2.0,230.0,4.0,15333.333333333334
built-up  area,ready to move,bannerghatta road,1 bhk,no society,500.0,1.0,1.0,18.5,1.0,3700.0
super built-up  area,ready to move,hennur,2 bhk,sluresi,1075.0,2.0,1.0,52.0,2.0,4837.209302325581
super built-up  area,18-mar,chandapura,1 bhk,siissi,530.0,1.0,0.0,11.66,1.0,2200.0
built-up  area,ready to move,bellandur,2 bhk,no society,1205.0,2.0,3.0,66.0,2.0,5477.178423236514
super built-up  area,ready to move,5th phase jp nagar,2 bhk,mangsr,1075.0,2.0,2.0,60.0,2.0,5581.395348837209
built-up  area,ready to move,kr puram,2 bhk,hovaste,930.0,2.0,2.0,39.0,2.0,4193.548387096775
super built-up  area,ready to move,balagere,2 bhk,exncene,1380.0,2.0,1.0,60.0,2.0,4347.826086956522
super built-up  area,ready to move,hebbal,4 bhk,prersis,2483.0,5.0,2.0,212.0,4.0,8538.058799838904
built-up  area,ready to move,kodigehaali,2 bhk,shyas s,1166.0,2.0,2.0,55.0,2.0,4716.981132075472
super built-up  area,ready to move,bannerghatta road,2 bhk,nadelci,1050.0,2.0,1.0,65.0,2.0,6190.476190476191
super built-up  area,19-mar,gopalapura,3 bhk,sothadr,2023.71,3.0,2.0,275.0,3.0,13588.903548433324
super built-up  area,ready to move,begur road,2 bhk,dhalsh,1200.0,2.0,2.0,46.8,2.0,3900.0
super built-up  area,ready to move,lakshminarayana pura,3 bhk,puarent,1600.0,2.0,1.0,108.0,3.0,6750.0
super built-up  area,ready to move,billekahalli,3 bhk,maionpa,1935.0,3.0,2.0,110.0,3.0,5684.754521963824
super built-up  area,18-may,8th phase jp nagar,1 bhk,maian m,451.0,1.0,0.0,29.9,1.0,6629.711751662971
super built-up  area,ready to move,electronic city,3 bhk,shstaal,1800.0,3.0,2.0,95.0,3.0,5277.777777777777
super built-up  area,18-may,jalahalli,3 bhk,shard t,1400.0,3.0,0.0,77.0,3.0,5500.0
super built-up  area,ready to move,hegde nagar,3 bhk,soitaca,1801.0,3.0,2.0,115.0,3.0,6385.341476957246
built-up  area,ready to move,mahadevpura,2 bhk,neagar,1451.0,2.0,2.0,90.0,2.0,6202.618883528601
plot  area,19-jan,anekal,2 bedroom,no society,1200.0,1.0,1.0,36.0,2.0,3000.0
super built-up  area,ready to move,begur road,2 bhk,dhalsh,1160.0,2.0,2.0,44.0,2.0,3793.103448275862
built-up  area,ready to move,kengeri,2 bhk,no society,1000.0,2.0,1.0,25.0,2.0,2500.0
super built-up  area,ready to move,kanakpura road,2 bhk,wiowsri,950.0,2.0,1.0,40.0,2.0,4210.526315789473
built-up  area,20-dec,"hoodi circle,",3 bhk,no society,1629.0,3.0,2.0,79.0,3.0,4849.600982197668
built-up  area,ready to move,vijayanagar,3 bhk,no society,1580.0,2.0,0.0,134.0,3.0,8481.012658227848
super built-up  area,21-jun,vijayanagar,3 bhk,saityat,1826.0,3.0,2.0,121.0,3.0,6626.506024096386
built-up  area,ready to move,7th phase jp nagar,2 bhk,eladero,1245.0,2.0,1.0,94.0,2.0,7550.2008032128515
super built-up  area,ready to move,raja rajeshwari nagar,2 bhk,lancyey,1145.0,2.0,2.0,45.79,2.0,3999.126637554585
super built-up  area,ready to move,sompura,2 bhk,suiseit,825.0,2.0,1.0,33.0,2.0,4000.0
super built-up  area,18-aug,yeshwanthpur,3 bhk,aroomba,1693.0,3.0,3.0,108.0,3.0,6379.208505611341
super built-up  area,ready to move,electronics city phase 1,2 bhk,courf t,1113.27,2.0,2.0,53.0,2.0,4760.74986301616
built-up  area,ready to move,ashirvad colony,2 bhk,vmowsea,1460.0,2.0,1.0,58.0,2.0,3972.6027397260273
built-up  area,ready to move,doddathoguru,2 bhk,s onsma,1050.0,2.0,1.0,32.0,2.0,3047.6190476190477
built-up  area,ready to move,dodda nekkundi,2 bhk,tuentpa,1260.0,2.0,2.0,55.0,2.0,4365.079365079365
built-up  area,ready to move,hosur road,2 bhk,tovesee,1656.0,2.0,1.0,120.0,2.0,7246.376811594203
super built-up  area,ready to move,chandapura,3 bhk,vailsaf,1208.0,3.0,1.0,45.0,3.0,3725.1655629139073
super built-up  area,ready to move,whitefield,3 bhk,brlisco,1910.0,3.0,2.0,161.0,3.0,8429.319371727748
super built-up  area,ready to move,whitefield,4 bhk,haestt,3252.0,4.0,1.0,230.0,4.0,7072.570725707257
plot  area,ready to move,battarahalli,2 bedroom,no society,1200.0,2.0,1.0,65.0,2.0,5416.666666666667
super built-up  area,ready to move,gokula extension,4 bhk,no society,1200.0,4.0,1.0,175.0,4.0,14583.333333333334
super built-up  area,ready to move,7th phase jp nagar,2 bhk,briummi,1175.0,2.0,1.0,82.0,2.0,6978.723404255319
plot  area,ready to move,kamakshipalya,2 bedroom,no society,1000.0,2.0,0.0,165.0,2.0,16500.0
plot  area,ready to move,bannerghatta road,4 bedroom,no society,1200.0,2.0,0.0,125.0,4.0,10416.666666666666
super built-up  area,ready to move,rajaji nagar,3 bhk,pheston,2390.0,3.0,2.0,410.0,3.0,17154.81171548117
super built-up  area,19-jan,rajaji nagar,7 bhk,no society,12000.0,6.0,3.0,2200.0,7.0,18333.333333333332
super built-up  area,ready to move,sanne amanikere,2 bhk,hoxiaa,1185.0,2.0,2.0,38.0,2.0,3206.7510548523205
super built-up  area,ready to move,kengeri,2 bhk,vbvenal,750.0,2.0,1.0,38.0,2.0,5066.666666666667
super built-up  area,ready to move,kanakpura road,3 bhk,jrrnauv,1550.0,3.0,3.0,64.5,3.0,4161.290322580645
built-up  area,ready to move,amco colony,3 bhk,hoeatan,1760.0,3.0,2.0,88.0,3.0,5000.0
super built-up  area,ready to move,billekahalli,2 bhk,asity s,1125.0,2.0,2.0,62.0,2.0,5511.111111111111
plot  area,ready to move,nagarbhavi,3 bedroom,no society,1350.0,3.0,2.0,150.0,3.0,11111.111111111111
plot  area,17-dec,anandapura,2 bedroom,no society,1000.0,2.0,1.0,55.0,2.0,5500.0
built-up  area,18-aug,bommasandra industrial area,2 bhk,no society,1090.0,2.0,2.0,31.48,2.0,2888.0733944954127
plot  area,ready to move,tc palaya,2 bedroom,no society,1200.0,2.0,0.0,60.0,2.0,5000.0
super built-up  area,ready to move,budigere,3 bhk,pritytr,1991.0,4.0,2.0,103.0,3.0,5173.279758915118
super built-up  area,18-oct,bommasandra,2 bhk,dsoodil,1060.0,2.0,1.0,26.5,2.0,2500.0
super built-up  area,ready to move,ambalipura,2 bhk,sjarkte,1105.0,2.0,1.0,75.0,2.0,6787.330316742082
built-up  area,ready to move,hoodi,2 bhk,dhgraas,985.0,2.0,2.0,67.0,2.0,6802.030456852792
super built-up  area,17-jul,balagere,3 bhk,hiquema,1590.0,3.0,2.0,79.0,3.0,4968.553459119496
super built-up  area,ready to move,cv raman nagar,2 bhk,srshq t,1120.0,2.0,2.0,55.0,2.0,4910.714285714285
super built-up  area,ready to move,samethanahalli,2 bhk,spontna,1069.0,2.0,1.0,55.0,2.0,5144.9953227315245
super built-up  area,ready to move,marathahalli,3 bhk,prionad,1933.0,3.0,2.0,140.0,3.0,7242.628039317124
built-up  area,16-mar,hosur road,2 bhk,puendwe,1194.0,2.0,0.0,69.0,2.0,5778.894472361809
super built-up  area,ready to move,brookefield,2 bhk,danna s,1150.0,2.0,3.0,69.0,2.0,6000.0
super built-up  area,ready to move,yelenahalli,2 bhk,no society,1240.0,2.0,2.0,47.12,2.0,3800.0
super built-up  area,ready to move,raja rajeshwari nagar,2 bhk,grrvagr,1419.0,2.0,2.0,48.1,2.0,3389.7110641296686
super built-up  area,ready to move,richmond town,3 bhk,bltonin,2150.0,4.0,2.0,240.0,3.0,11162.790697674418
super built-up  area,ready to move,suddaguntepalya,3 bhk,msanaer,1450.0,3.0,2.0,55.0,3.0,3793.103448275862
super built-up  area,18-jul,udayapur village,3 bhk,plowsri,1630.0,3.0,2.0,68.29,3.0,4189.57055214724
super built-up  area,ready to move,dasanapura,2 bhk,tavenew,708.0,1.0,1.0,40.0,2.0,5649.717514124294
plot  area,ready to move,kasavanhalli,3 bedroom,no society,1000.0,4.0,3.0,110.0,3.0,11000.0
plot  area,ready to move,whitefield,4 bedroom,no society,11890.0,4.0,3.0,700.0,4.0,5887.300252312868
super built-up  area,ready to move,bellandur,2 bhk,ocavees,1250.0,2.0,1.0,76.0,2.0,6080.0
super built-up  area,ready to move,7th phase jp nagar,3 bhk,brnia g,1400.0,2.0,1.0,95.0,3.0,6785.714285714285
super built-up  area,ready to move,sarjapur  road,3 bhk,no society,1670.0,2.0,3.0,57.0,3.0,3413.1736526946106
super built-up  area,ready to move,ardendale,3 bhk,soystam,1750.0,3.0,2.0,100.0,3.0,5714.285714285715
super built-up  area,ready to move,vittasandra,2 bhk,prlla c,1404.0,2.0,1.0,71.0,2.0,5056.980056980057
super built-up  area,ready to move,hoodi,3 bhk,smaxyay,1715.0,2.0,2.0,95.0,3.0,5539.35860058309
built-up  area,18-apr,electronic city,1 bhk,prarkun,630.0,1.0,1.0,34.65,1.0,5500.0
super built-up  area,ready to move,harlur,3 bhk,sosiccl,1752.12,3.0,2.0,135.0,3.0,7704.951715635916
super built-up  area,ready to move,hulimavu,3 bhk,no society,1650.0,3.0,2.0,78.0,3.0,4727.272727272727
super built-up  area,ready to move,raja rajeshwari nagar,2 bhk,grrvagr,1295.0,2.0,1.0,55.47,2.0,4283.397683397683
plot  area,ready to move,giri nagar,3 bedroom,bancyri,1800.0,3.0,2.0,252.0,3.0,14000.0
super built-up  area,18-sep,sarjapur  road,2 bhk,pualesk,1346.0,2.0,1.0,74.03,2.0,5500.0
plot  area,ready to move,thippasandra,4 bedroom,no society,1200.0,4.0,2.0,200.0,4.0,16666.666666666668
super built-up  area,ready to move,hormavu,2 bhk,elavuho,1150.0,2.0,2.0,55.0,2.0,4782.608695652174
built-up  area,ready to move,chikkabidarakallu,4 bedroom,gontyol,3309.0,4.0,3.0,325.0,4.0,9821.698398307646
super built-up  area,18-may,chandapura,3 bhk,suncees,1190.0,2.0,2.0,30.35,3.0,2550.4201680672268
super built-up  area,ready to move,aecs layout,3 bhk,dsutyng,1620.0,3.0,2.0,98.0,3.0,6049.382716049383
super built-up  area,18-apr,marathahalli,2 bhk,no society,950.0,2.0,1.0,46.96,2.0,4943.1578947368425
super built-up  area,ready to move,1 giri nagar,11 bhk,bancyri,5000.0,9.0,3.0,360.0,11.0,7200.0
super built-up  area,ready to move,harlur,3 bhk,srendpo,2450.0,3.0,0.0,120.0,3.0,4897.959183673469
super built-up  area,18-may,electronic city phase ii,3 bhk,sryalan,1220.0,2.0,1.0,35.23,3.0,2887.7049180327863
super built-up  area,ready to move,hoysalanagar,2 bhk,rkntsrt,850.0,2.0,1.0,30.0,2.0,3529.4117647058824
built-up  area,ready to move,padmanabhanagar,2 bhk,no society,1020.0,2.0,2.0,63.0,2.0,6176.470588235294
built-up  area,ready to move,chikkalasandra,2 bhk,no society,1100.0,2.0,2.0,50.0,2.0,4545.454545454545
super built-up  area,ready to move,defence colony,2 bhk,vantspa,1150.0,2.0,2.0,126.0,2.0,10956.521739130434
super built-up  area,18-dec,hebbal,3 bhk,mahosya,1760.0,2.0,2.0,130.0,3.0,7386.363636363636
super built-up  area,ready to move,ambalipura,3 bhk,no society,1800.0,3.0,3.0,110.0,3.0,6111.111111111111
